"RIS Name","Description","Database","Report","FRB Number","Call Names"
"P3RSCON","30-89 P/D LN MODS BRWRS EXP FIN DFCLTY - CONSUMER","CDI","RC-N","",""
"P3RSCONS","30-89 P/D LN MODS TO BRWRS EXP FIN DFCLTY - CONST","CDI","RC-N","",""
"P3RSLNLT","30-89 DAY P/D LN MODS BRWRS EXP FIN DFCLTY - TOTAL","CDI","RC-N","",""
"P3RSNRES","30-89 P/D LN MODS BRWRS EXP FIN DFCLTY - NFNR LN","CDI","RC-N","",""
"P9LCON","90+ D P/D CONSUMER LN - LOSS SH","CDI","RC-N","",""
"P9LRECON","90+ D P/D CONSTRUCTION -LOSS SH","CDI","RC-N","",""
"P9LRENRS","90+ D P/D NFNR - LOSS SHARE","CDI","RC-N","",""
"P9LRERES","90+ D P/D 1-4 FAMILY - LOSS SH","CDI","RC-N","",""
"P9LTOT","90+ D P/D TOTAL LOANS - LOSS SH","CDI","RC-N","",""
"P9RSCON","90+ P/D LN MODS BRWRS EXP FIN DFCLTY - CONSUMER","CDI","RC-N","",""
"P9RSCONS","90+ D P/D LN MODS TO BRWRS EXP FIN DFCLTY - CONST","CDI","RC-N","",""
"P9RSLNLT","90+ P/D LN MODS TO BRWRS EXP FIN DFCLTY - TOTAL","CDI","RC-N","",""
"P9RSNRES","90+ P/D LN MODS BRWRS EXP FIN DFCLTY - NFNR LN","CDI","RC-N","",""
"PREMTSW","UNAMORT PREM ON T&S DEPOSITS","CDI","RC-O","",""
"RBC","RBC-TOTAL-PCA","CDI","RC-R","",""
"RBCEQTAN","TANGIBLE EQUITY CAPITAL-PCA","CDI","RC-R","",""
"RBCLIMLF","RBC-OTHER LIMITED LIFE CAPITAL","CDI","RC-R","",""
"RBCLNREP","RBC-LIMITED ACL-RBP","CDI","RC-R","",""
"RBCLNRES","RBC-LIMITED ACL-PCA","CDI","RC-R","",""
"RBCP","RBC-TOTAL-RBP","CDI","RC-R","",""
"RBCSUBD","RBC-LIMITED SUB DEBT-PCA","CDI","RC-R","",""
"RBCSUBDP","RBC-LIMITED SUB DEBT-RBP","CDI","RC-R","",""
"RBCT","SCHEDULE RC-R AVAILABILITY TEST","CDI","RC-R","",""
"RBCT1","TIER 1 RBC-PCA","CDI","RC-R","",""
"RBCT1GR","TIER 1 RBC-GROSS","CDI","RC-R","",""
"RBCT1J","TIER 1 RBC ADJUSTED LLR - PCA","CDI","RC-R","",""
"RBCT1P","TIER 1 RBC-RBP","CDI","RC-R","",""
"RBCT1PJ","TIER 1 RBC ADJUSTED LLR - RBP","CDI","RC-R","",""
"RBCT2","RBC-TIER2-PCA","CDI","RC-R","",""
"RBCT2P","RBC-TIER2-RBP","CDI","RC-R","",""
"RBCUNEQG","45 % UNREAL GAIN ON EQUITY SEC","CDI","RC-R","",""
"RESPTDDW","RESERVE PAST THRU BAL-DEMAND DEP","CDI","RC-O","",""
"RESPTTSW","RESERVE PAST THRU BAL-TIME&SAV","CDI","RC-O","",""
"RSCONS","LN MODS TO BRWRS EXP FIN DFCLTY  - CONST","CDI","RC-C","",""
"RSLNLTOT","LN MODS TO BRWRS EXP FIN DFCLTY - TOTAL","CDI","RC-C","",""
"RSNRES","LN MODS TO BRWRS EXP FIN DFCLTY - NONFARM NONRES","CDI","RC-C","",""
"RT","INTEREST RATE-TOTAL CONTRACTS","CDI","RC-L","",""
"RWA","RISK-WEIGHTED ASSETS","CDI","RC-R","",""
"RWAGR","RWA-GROSS-PCA","CDI","RC-R","",""
"RWAGRP","RWA-GROSS-RBP","CDI","RC-R","",""
"RWAJ","RWA-ADJUST-PCA-T1 & CET1 RATIO","CDI","RC-R","",""
"RWAJP","RWA-ADJUST - T1 & CET1 RATIO","CDI","RC-R","",""
"RWAJPT","RWA-ADJUSTED-RBP-TOTAL RBC RATIO","CDI","RC-R","",""
"RWAJT","RWA-ADJUSTED-PCA-TOTAL RBC RAT","CDI","RC-R","",""
"RWAOF11","RWA-100%~100% RISK ~ CONVERSION","CDI","RC-R","",""
"RWAOF12","RWA-100%~20% RISK ~ CONVERSION","CDI","RC-R","",""
"RWAOF15","RWA-100%~50% RISK ~ CONVERSION","CDI","RC-R","",""
"RWAOF21","RWA-20%~100% RISK ~ CONVERSION","CDI","RC-R","",""
"RWAOF25","RWA-20%~50% RISK ~ CONVERSION","CDI","RC-R","",""
"RWAOF51","RWA-50%~100% RISK ~ CONVERSION","CDI","RC-R","",""
"RWARW0","RWA-0% RISK WEIGHT","CDI","RC-R","",""
"RWARW100","RWA-100% RISK WEIGHT","CDI","RC-R","",""
"RWARW20","RWA-20% RISK WEIGHT","CDI","RC-R","",""
"RWARW50","RWA-50% RISK WEIGHT","CDI","RC-R","",""
"SC1LES","DEBT SECURITIES LT 1 YEAR","CDI","RC-BAL","",""
"SC2","SECURITIES-CAVG2","CDI","RC-BAL","",""
"SC5","SECURITIES-CAVG5","CDI","RC-BAL","",""
"SCCMMB","COMMERCIAL MBS - TOTAL","CDI","RC-B","",""
"SCCMOG","OTHER COMMERCIAL MBS-GOVT","CDI","RC-B","",""
"SCCMOP","OTHER COMM MBS- PVT","CDI","RC-B","",""
"SCCMOT","OTHER COMMERCIAL MBS","CDI","RC-B","",""
"SCCMPT","COMMERCIAL MBS PASS-THROUGH","CDI","RC-B","",""
"SCCMPTP","COMM MBS PASS-THRU-PVT","CDI","RC-B","",""
"SCCPTG","COMM MBS PASS-THRU-GOVT","CDI","RC-B","",""
"SCDOMO2","OTHER DOMESTIC DEBT-CAVG2","CDI","RC-B","",""
"SCDOMO5","OTHER DOMESTIC DEBT-CAVG5","CDI","RC-B","",""
"SCEQ2","EQUITY SECURITIES-CAVG2","CDI","RC-B","",""
"SCEQ5","EQUITY SECURITIES-CAVG5","CDI","RC-B","",""
"SCFORD2","FOREIGN DEBT SECURITIES-CAVG2","CDI","RC-B","",""
"SCFORD5","FOREIGN DEBT SECURITIES-CAVG5","CDI","RC-B","",""
"SCLNCRC2","SECURITIZED CR CD LNS SOLD-CAVG2","CDI","RC-L","",""
"SCLNCRC5","SECURITIZED CR CD LNS SOLD-CAVG5","CDI","RC-L","",""
"SCMESTA","SECURITIES APP(DEP)-RBC","CDI","RC-R","",""
"SCMESTB","UNREAL LOSS ON EQUITY SECURITIES","CDI","RC-R","",""
"SCMTGBK","MORTGAGE BACKED SECURITIES","CDI","RC-BAL","",""
"SCMUNI2","MUNICIPAL SECURITIES-CAVG2","CDI","RC-B","",""
"SCMUNI5","MUNICIPAL SECURITIES-CAVG5","CDI","RC-B","",""
"SCMUNIT2","TAXABLE MUNI SECURITIES-CAVG2","CDI","RC-B","",""
"SCMUNIT5","TAXABLE MUNI SECURITIES-CAVG5","CDI","RC-B","",""
"SCOVR1","INVESTMENT SECURITIES GT 1 YEAR","CDI","RC-BAL","",""
"SCSFP","STRUCTURED FIN PROD - TOTAL","CDI","RC-B","",""
"SCSFPC","STRUCTURED FINANCIAL PROD-CASH","CDI","RC-B","",""
"SCSFPH","STRUCTURED FIN PROD - HYBRID","CDI","RC-B","",""
"SCSFPS","STRUCTURED FIN PROD -SYNTHETIC","CDI","RC-B","",""
"SCUSAG","U.S. TREASURY & AGENCY","CDI","RC-B","",""
"SCUSAG2","U.S. TREASURY & AGENCY-CAVG2","CDI","RC-B","",""
"SCUSAG5","U.S. TREASURY & AGENCY-CAVG5","CDI","RC-B","",""
"SUBLLPF2","SUB DEBT & L/L PREFERRED-CAVG2","CDI","RC-BAL","",""
"SUBLLPF5","SUB DEBT & L/L PREFERRED-CAVG5","CDI","RC-BAL","",""
"SUBND2","SUBORDINATED NOTES & DEBT-CAVG2","CDI","RC-BAL","",""
"SUBND5","SUBORDINATED NOTES & DEBT-CAVG5","CDI","RC-BAL","",""
"SZLNTOT","ASSETS SEC SOLD-TOTAL","CDI","RC-S","",""
"TAXMAR","APPLICABLE INCOME TAXES-RATE","CDI","RI-INC","",""
"TAXRAW","APPLICABLE INCOME TAXES-RAW","CDI","RI-INC","",""
"TEMPINV","TEMPORARY INVESTMENTS","CDI","RC-BAL","",""
"TQL10","QTL 10% QUALIFIED ASSETS","CDI","RC-C","",""
"TQL100","QTL 100% QUALIFIED ASSETS","CDI","RC-C","",""
"TQL20","QTL 20% QUALIFIED ASSETS","CDI","RC-C","",""
"TQLASSET","QTL ADJUSTED ASSETS","CDI","RC-C","",""
"TQLCONS","QTL RE CONSTRUCTION LOANS","CDI","RC-C","",""
"TQLLIQ","QTL LIQUID ASSETS","CDI","RC-C","",""
"TQLSCOTH","QTL OTHER SECURITIES","CDI","RC-C","",""
"TQLSCUS","QTL U.S. SECURITIES","CDI","RC-C","",""
"TRADE2","TRADING ACCOUNTS-CAVG2","CDI","RC-BAL","",""
"TRADE5","TRADING ACCOUNTS-CAVG5","CDI","RC-BAL","",""
"TRLNCNDU","TRADE - CONS LN- DM- UNPD PRIN","CDI","RC-D","",""
"TRLNCON","TRADE - CONSUMER LOANS","CDI","RC-D","",""
"TRLNCOND","TRADE - CONSUMER LOANS - DOM","CDI","RC-D","",""
"TRLNCONU","TRADE - CONS LNS - UNPD PRIN","CDI","RC-D","",""
"TRLNRED","TRADE - RE LN - DOM","CDI","RC-D","",""
"TRLNREDU","TRADE - RE LN - DM- UNPAID PRIN","CDI","RC-D","",""
"TRN2","TRANSACTION-TOTAL-CAVG2","CDI","RC-E","",""
"TRN5","TRANSACTION-TOTAL-CAVG5","CDI","RC-E","",""
"TRSCABS","TRADE - ASSET-BACKED SECURITIES","CDI","RC-D","",""
"TRSCCDO","TRADE - COLLATERAL DEBT OBLIG","CDI","RC-D","",""
"TRSCEQ","TRADE - EQUITY SECURITIES","CDI","RC-D","",""
"TRSCMTGB","TRADE - MORTGAGE-BACKED SEC","CDI","RC-D","",""
"TRSCUSAY","TRADE - U.S. AGY & CORP OBLIG","CDI","RC-D","",""
"TSELIM","TIME & SAVINGS DEP ELIMINATIONS","CDI","RC-O","",""
"TSGR","TIME & SAVINGS DEPOSITS-GROSS","CDI","RC-O","",""
"TSJ","TIME & SAVINGS DEPOSITS-ADJ","CDI","RC-O","",""
"TSJCS","TIME&SAVINGS-ADJ LESS DEDUCTIONS","CDI","RC-O","",""
"TTACC","TOTAL FIDUCIARY ACCOUNTS","CDI","RC-T","",""
"TTL2","TT&L NOTE OPTION-CAVG2","CDI","RC-BAL","",""
"TTL5","TT&L NOTE OPTION-CAVG5","CDI","RC-BAL","",""
"UNFCRCDA","UNCOLLECT CC FEES REVERSED-ANN","CDI","RI-B","",""
"UNFCRCDQ","UNCOLLECT CC FEES REVERSED-QTR","CDI","RI-B","",""
"UNINC2","UNEARNED INCOME-CAVG2","CDI","RC-C","",""
"UNINC5","UNEARNED INCOME-CAVG5","CDI","RC-C","",""
"UNINCDO2","UNEARNED INCOME-DOM-CAVG2","CDI","RC-C","",""
"UNINCDO5","UNEARNED INCOME-DOM-CAVG5","CDI","RC-C","",""
"UNINCFO2","UNEARNED INCOME-FOR-CAVG2","CDI","RC-C","",""
"UNINCFO5","UNEARNED INCOME-FOR-CAVG5","CDI","RC-C","",""
"VOLIAB","VOLATILE LIABILITIES","CDI","RC-BAL","",""
"VOLIAB2","VOLATILE LIABILITIES -CAVG2","CDI","RC-BAL","",""
"VOLIAB5","VOLATILE LIABILITIES -CAVG5","CDI","RC-BAL","",""
